ID_Eventos,FechaHora,ID_Sitio,Nombre_Actividad,Cantidad,Camera,Descripcion,ID_Usuario,Eventoscol
5109,"2025-11-23 13:06:05",336,"Employee in",1,14/33,"gray sedan",20,NULL
5110,"2025-11-23 13:01:03",291,"Change Split",1,,"15/12 OMNIA",45,NULL
5111,"2025-11-23 13:10:04",335,"Employee on site",1,49,"BLACK HATCHBACK/LEFT AT 14:35",14,NULL
5112,"2025-11-23 13:09:53",275,Dropoff,1,11,"By Car Hauler, Gray Sedan out 13 24",88,NULL
5113,"2025-11-23 13:08:00",341,Dropoff,1,16,"by customer, dark gray SUV",20,NULL
5114,"2025-11-23 13:12:06",230,Dropoff,1,17,"By Flat bed, gray van out 13 16",88,NULL
5115,"2025-11-23 13:00:53",291,"Change Split",0,,SPLIT8ST8,36,NULL
5116,"2025-11-23 13:12:51",280,"Cleaner on site",1,29,"white pick up truck, left at 3:39pm",36,NULL
5117,"2025-11-23 13:15:08",214,"Employee on site",1,48,,73,NULL
5118,"2025-11-23 13:09:56",145,Dropoff,1,2,"white suv, out at 13:16",65,NULL
5119,"2025-11-23 13:15:29",167,"Employee on site",1,16,"Moving cars",46,NULL
5120,"2025-11-23 13:16:05",129,"Cleaner on site",2,14,,58,NULL
5121,"2025-11-23 13:18:06",259,"Cleaner on site",2,21,"gray suv, left at 1:49pm",36,NULL
5122,"2025-11-23 13:13:27",152,Dropoff,6,39,"by car hauler, 1 black suv, 1 white sedan, 1 gray pick up, 1 gray suv, 1 white suv, 1 black suv, out at 13:57",65,NULL
5123,"2025-11-23 13:17:49",292,"Employee out",3,09,"RED SUV/BLACK SUV",14,NULL
5124,"2025-11-23 13:13:00",133,Dropoff,1,19,"white sedan / the driver came back for this car.",19,NULL
5125,"2025-11-23 13:20:44",273,"Employee out",0,3,"BLACK SUV",27,NULL
5126,"2025-11-23 13:21:35",350,"Employee in",1,7,"white van 15:12",13,NULL
5127,"2025-11-23 13:23:07",288,Dropoff,0,1,"gray suv",13,NULL
5128,"2025-11-23 13:23:11",144,Dropoff,3,31,"Suv Black, Suv White",69,NULL
5129,"2025-11-23 13:28:00",214,"Cleaner on site",1,45,,73,NULL
5130,"2025-11-23 13:28:22",282,Dropoff,1,11,"White SUV",52,NULL
5131,"2025-11-23 13:20:07",273,"Cleaner out",1,3,,94,NULL
5132,"2025-11-23 13:33:13",291,"Change Split",1,0,,56,NULL
5133,"2025-11-23 13:31:28",151,Pickup,1,,"reported by call, says that he is going to drop off a black put and going to pickup a white vehicle, gives the code",20,NULL
5134,"2025-11-23 13:34:17",142,Dropoff,1,08,"White pickup truck",12,NULL
5135,"2025-11-23 13:00:30",152,Dropoff,1,9,"black suv, out at 13:36",65,NULL
5136,"2025-11-23 13:37:20",151,Pickup,1,,"reported by call, allan brady calls, gives the code and says that in 10 minutes arrives in a gray SUV and is going to pickup a white truck",20,NULL
5137,"2025-11-23 13:39:00",314,"Contractor on site",2,2,Landscaper,52,NULL
5138,"2025-11-23 13:40:16",158,"Employee out",0,3,"WHITE SUV",27,NULL
5139,"2025-11-23 13:40:39",247,"Cleaner on site",2,29,,45,NULL
5140,"2025-11-23 13:41:29",264,"Employee in",3,Call,Call,69,NULL
5141,"2025-11-23 13:37:58",141,Pickup,1,06,"Black suv",46,NULL
5142,"2025-11-23 13:47:25",240,"Employee out",0,1,"GRAY SUV",27,NULL
5143,"2025-11-23 13:46:34",152,"Cleaner on site",1,56,,65,NULL
5144,"2025-11-23 13:00:00",291,Break,0,,,80,NULL
5145,"2025-11-23 13:54:47",144,Dropoff,3,28,"Pickups, White, Black and Grey",69,NULL
5146,"2025-11-23 13:56:02",144,Dropoff,3,28,"Pickups, Two White and Grey",69,NULL
5147,"2025-11-23 13:56:52",149,Dropoff,1,15,"GRAY SEDAN",45,NULL
5148,"2025-11-23 13:56:34",298,Dropoff,1,3,"Red Pick up Truck",52,NULL
5149,"2025-11-23 13:59:00",138,Dropoff,1,1,"White SUV",69,NULL
5150,"2025-11-23 13:59:07",167,"Employee in",1,42/73,,46,NULL
5151,"2025-11-23 14:00:01",186,Pickup,0,04,"BLACK PICK UP TRUCK",39,NULL
5152,"2025-11-23 14:00:09",177,Dropoff,1,17,"WHITE SUV",14,NULL
5153,"2025-11-23 14:04:28",149,Dropoff,0,15,"GRAY SUV",27,NULL
5154,"2025-11-23 14:04:43",291,Break,0,,"to sandra lopez",75,NULL
5155,"2025-11-23 14:03:00",272,Pickup,1,4,"blue sedan, out at 14:04",65,NULL
5156,"2025-11-23 14:06:39",133,"Employee in",1,5,"out at 5:33pm",19,NULL
5157,"2025-11-23 14:12:12",190,Pickup,1,19,"Black suv",58,NULL
5158,"2025-11-23 14:15:40",307,Dropoff,1,19,"black sedan",59,NULL
5159,"2025-11-23 14:03:33",141,"Charging Station",1,13,"A black sedan, the vehicle was on site when i arrived of my break and left at this time 14:15",50,NULL
5160,"2025-11-23 14:24:05",225,"Cleaner in",2,,"Report Call",94,NULL
5161,"2025-11-23 14:10:02",291,"Took station over",0,,"SPLIT15/ST6 TILL 14:22",74,NULL
5162,"2025-11-23 14:22:00",163,"OMNIA Crash",0,,"2 min",19,NULL
5163,"2025-11-23 14:30:29",349,Dropoff,1,12,"blue SUV Mercedez",59,NULL
5164,"2025-11-23 14:34:16",149,"Voice Down",2,8,"OPEN CARS",45,NULL
5165,"2025-11-23 14:33:14",289,Pickup,1,17,"Orange SUV",67,NULL
5166,"2025-11-23 14:35:09",141,Dropoff,1,24,"Grey Sedan",69,NULL
5167,"2025-11-23 14:35:02",313,"Employee out",1,09,"Black pick-up truck",67,NULL
5168,"2025-11-23 14:38:10",118,"Employee on site",1,11,"Gray sedan",26,NULL
5169,"2025-11-23 14:39:47",139,"Cleaner out",0,"BY CALL",,39,NULL
5170,"2025-11-23 14:40:35",298,"Employee in",1,26,,32,NULL
5171,"2025-11-23 14:38:13",144,Dropoff,3,30/29,"2 Red pickups, 1 black pickup. Out 2:46",9,NULL
5172,"2025-11-23 14:30:46",219,Dropoff,2,19,"By user, a black sedan",50,NULL
5173,"2025-11-23 14:36:59",300,"Employee in",2,06,"Grey SUV / out 2.41 PM with a black pick-up truck",67,NULL
5174,"2025-11-23 14:46:40",230,Dropoff,1,7,"Gray Sedan",73,NULL
5175,"2025-11-23 14:48:38",299,Pickup,4,35,"2 black SUV, grey SUV, White sedan",59,NULL
5176,"2025-11-23 14:48:03",301,Dropoff,0,02,"Black SUV",38,NULL
5177,"2025-11-23 14:49:35",216,"Employee out",2,4,"Left in a black suv",9,NULL
5178,"2025-11-23 14:49:36",298,"Employee out",1,03,,32,NULL
5179,"2025-11-23 14:10:28",136,"Cleaner on site",1,24,,50,NULL
5180,"2025-11-23 14:51:33",190,"Employee on site",1,19,,58,NULL
5181,"2025-11-23 14:51:59",275,Pickup,1,6,"Black hatch back",73,NULL
5182,"2025-11-23 14:54:57",247,"Cleaner out",2,11,"WHITE SEDAN",45,NULL
5183,"2025-11-23 14:52:31",138,Pickup,1,1,"white suv, can be seen in cam 05 too",9,NULL
5184,"2025-11-23 15:03:28",291,Break,0,,"to Carolina",75,NULL
5185,"2025-11-23 15:07:51",135,Call,2,,"cleaners in",58,NULL
5186,"2025-11-23 15:14:19",307,Dropoff,1,19,"Grey SUV",59,NULL
5187,"2025-11-23 15:15:43",264,"Cleaner out",2,"By call",,9,NULL
5188,"2025-11-23 15:23:46",190,Dropoff,1,18,"Black suv",58,NULL
5189,"2025-11-23 15:33:23",263,"Detailer in",1,24,,74,NULL
5190,"2025-11-23 15:37:00",229,"Cleaner in",2,2,"BLACK PICKUP TRUCK",45,NULL
5191,"2025-11-23 15:39:07",135,"Cleaner on site",2,56,,27,NULL
5192,"2025-11-23 15:39:09",144,Dropoff,3,28,"black pickups",9,NULL
5193,"2025-11-23 15:39:14",298,"Cleaner in",3,11-28,,32,NULL
5194,"2025-11-23 15:32:16",341,Dropoff,1,16,"by customer, 1 gray put",20,NULL
5195,"2025-11-23 15:14:18",341,Dropoff,1,16,"by customer, 1 gray SUV",20,NULL
5196,"2025-11-23 14:02:12",236,Dropoff,1,3,"Black Sedan",94,NULL
5197,"2025-11-23 13:22:01",341,Dropoff,1,16,"by customer, 1 black SUV",20,NULL
5198,"2025-11-23 15:47:39",349,Dropoff,1,17,"white SUV",59,NULL
5199,"2025-11-23 13:23:00",341,Dropoff,1,16,"by customer, 1 red put",20,NULL
5200,"2025-11-23 15:50:23",124,Dropoff,0,4,"gray suv",27,NULL
5201,"2025-11-23 15:48:00",133,Dropoff,1,8,"black sedan",19,NULL
5202,"2025-11-23 15:50:58",148,"Contractor on site",2,02,"lehigh Acres landscapers-white pickup truck",32,NULL
5203,"2025-11-23 15:52:40",140,Dropoff,1,13,"Black pick up truck",58,NULL
5204,"2025-11-23 15:55:34",149,"Voice Down",1,14,"CUSTOMER ON SITE",45,NULL
5205,"2025-11-23 15:58:07",235,Dropoff,1,32,"WHITE SEDAN",71,NULL
5206,"2025-11-23 15:58:51",144,Dropoff,3,28,"2 gray pickups, 1 white pickup",9,NULL
5207,"2025-11-23 15:04:02",291,Break,0,,"Until 16:02",69,NULL
5209,"2025-11-23 16:03:39",182,Pickup,1,2,"black hatchback by customer",19,NULL
5210,"2025-11-23 16:06:30",219,Dropoff,1,20,"By user, a white SUV",50,NULL
5211,"2025-11-23 16:11:03",337,"Detailer out",2,17,,32,NULL
5212,"2025-11-23 16:11:02",177,Dropoff,1,17,"BLACK SUV",14,NULL
5213,"2025-11-23 16:11:24",216,"Employee out",1,4,"black jeep",27,NULL
5214,"2025-11-23 16:10:25",145,"Cleaner on site",1,28,,65,NULL
5215,"2025-11-23 16:12:49",240,"Cleaner on site",1,39,1P,71,NULL
5216,"2025-11-23 16:10:05",322,"Cleaner out",1,12,"left in a black put",20,NULL
5217,"2025-11-23 16:13:31",266,"Contractor on site",0,51,,39,NULL
5218,"2025-11-23 16:18:58",271,"Cleaner out",1,28,"PICKUP TRUCK",45,NULL
5220,"2025-11-23 16:20:13",237,"Cleaner in",1,16,"out at 5:47 pm by call",19,NULL
5221,"2025-11-23 16:21:40",342,Dropoff,0,8,"gray pickup",13,NULL
5223,"2025-11-23 16:20:18",188,Dropoff,0,41,"black suv",13,NULL
5225,"2025-11-23 16:26:26",303,"First Employee",1,20,"gray sedan 18:48",13,NULL
5226,"2025-11-23 16:27:09",264,Dropoff,1,2,"black suv",9,NULL
5227,"2025-11-23 16:26:51",316,Dropoff,0,04,"white suv-by car hauler",32,NULL
5228,"2025-11-23 16:33:42",337,Pickup,1,07-05,"gray damaged suv -by flat bed",32,NULL
5229,"2025-11-23 16:17:00",223,"Cleaner out",1,7,"red sedan",19,NULL
5230,"2025-11-23 16:36:58",316,Dropoff,1,03,"red  pickup truck - by flat bed",32,NULL
5231,"2025-11-23 16:40:24",203,"Switch Car",0,05,"GRAY SEDAN",39,NULL
5232,"2025-11-23 16:46:00",223,"Cleaner on site",1,27,"out at 5:30pm",19,NULL
5233,"2025-11-23 16:48:20",292,Dropoff,1,09,"BLACK SUV",14,NULL
5234,"2025-11-23 16:51:39",275,Dropoff,1,22,"by user, white suv",88,NULL
5235,"2025-11-23 16:53:57",298,"Cleaner out",3,11,,32,NULL
5236,"2025-11-23 16:54:22",289,Dropoff,1,17,"White SUV",67,NULL
5237,"2025-11-23 16:58:27",141,Dropoff,1,14,"By flat-bed, 1 gray SUV, out 17:06",50,NULL
5238,"2025-11-23 16:53:30",336,Dropoff,1,10,"by customer, white SUV",20,NULL
5239,"2025-11-23 17:00:04",188,Dropoff,0,40,"red suv",13,NULL
5240,"2025-11-23 17:01:07",142,Dropoff,1,08,"White pickup truck",12,NULL
5241,"2025-11-23 17:01:11",239,"Employee in",3,36,,46,NULL
5242,"2025-11-23 17:02:13",335,Dropoff,1,27,"WHITE PICKUP",14,NULL
5243,"2025-11-23 16:02:26",291,Break,0,,"to daniela",75,NULL
5244,"2025-11-23 17:05:52",144,"Employee in",1,1,"Out 5:46",9,NULL
5245,"2025-11-23 17:07:05",291,"Took station over",0,,"Juan j. Corrales until 5:08",73,NULL
5246,"2025-11-23 17:09:12",357,"Switch Car",1,17,Employee,69,NULL
5247,"2025-11-23 17:09:38",189,Dropoff,1,14,"1 svc negra",80,NULL
5250,"2025-11-23 17:10:48",224,"Cleaner on site",0,31,"RED PICK UP TRUCK OUT AT 19:10",39,NULL
5251,"2025-11-23 17:14:28",144,Dropoff,3,28,"2 black pickups, 1 gray pickup. Out 5:26",9,NULL
5252,"2025-11-23 17:18:16",337,Dropoff,0,21,"gray suv",32,NULL
5253,"2025-11-23 17:19:47",335,Dropoff,2,26,"Off-road orange, PickUp Grey",69,NULL
5254,"2025-11-23 17:20:38",171,"Employee in",3,34,"BLACK PICK-UP /BLACK SEDAN",74,NULL
5255,"2025-11-23 17:20:52",282,Pickup,1,12,"white suv - by customer",32,NULL
5256,"2025-11-23 17:19:49",342,Pickup,0,2,"red offroad",13,NULL
5257,"2025-11-23 17:25:54",336,Dropoff,1,14,"by customer, black SUV",20,NULL
5258,"2025-11-23 17:26:37",307,Dropoff,1,03,"grey suv",59,NULL
5259,"2025-11-23 17:30:36",335,Dropoff,1,27,"Black Hatchback",69,NULL
5260,"2025-11-23 17:31:58",266,Dropoff,1,12,"BLACK PICK UP TRUCK, OUT AT 17:39",39,NULL
5261,"2025-11-23 17:39:50",162,Dropoff,1,04,"GRAY S.U.V",74,NULL
5262,"2025-11-23 17:39:48",141,Dropoff,2,06,"White, grey suv by car hauler",46,NULL
5263,"2025-11-23 17:40:59",288,Dropoff,0,1,"orange suv",13,NULL
5264,"2025-11-23 17:43:27",174,"Employee out",1,18,,9,NULL
5265,"2025-11-23 17:42:40",301,Dropoff,0,02,"White SUV",38,NULL
5266,"2025-11-23 17:46:01",295,"Cleaner on site",1,54,,67,NULL
5267,"2025-11-23 17:47:31",342,Pickup,0,24,"white suv",13,NULL
5268,"2025-11-23 17:47:59",141,Dropoff,1,16,"By user, 1 white sedan",50,NULL
5269,"2025-11-23 17:50:09",219,Dropoff,1,21,"By user, 1 black sport car",50,NULL
5270,"2025-11-23 17:40:12",337,"Switch Car",1,09,"purple sport",32,NULL
5271,"2025-11-23 17:51:00",144,"Employee out",1,1,"In a black suv",9,NULL
5272,"2025-11-23 16:49:20",305,"Cleaner in",2,07,"blue sedan",59,NULL
5273,"2025-11-23 17:51:43",337,Dropoff,0,21,"blue suv- by costumer",32,NULL
5274,"2025-11-23 17:53:45",130,Dropoff,1,05,"red sedan",34,NULL
5275,"2025-11-23 17:47:13",341,Dropoff,1,16,"by customer, dark gray SUV",20,NULL
5276,"2025-11-23 17:54:02",353,Dropoff,1,16,"by customer, gray SUV",20,NULL
5277,"2025-11-23 18:03:44",354,Dropoff,0,04,"Black Jeep",38,NULL
5278,"2025-11-23 18:13:38",350,Dropoff,0,1,"black suv",13,NULL
5279,"2025-11-23 18:18:54",230,Dropoff,1,20,"Blue Suv",88,NULL
5280,"2025-11-23 18:14:50",249,"Site Down",0,,6:18,71,NULL
5285,"2025-11-23 18:21:12",315,Dropoff,0,02,"red sedan",27,NULL
5287,"2025-11-23 18:22:44",286,"Cleaner in",0,19-03,"black suv",32,NULL
5288,"2025-11-23 18:23:50",247,"Employee on site",1,34,"red sedan",45,NULL
5289,"2025-11-23 18:27:32",335,Dropoff,1,26,"BLACK SUV",14,NULL
5290,"2025-11-23 18:26:38",270,"Employee in",2,"6,12","black pick up, out at 18:34",65,NULL
5291,"2025-11-23 18:35:58",149,Dropoff,6,16,"Car Hauler out 6:56",45,NULL
5292,"2025-11-23 18:30:26",338,"cleaner in",2,08,"black suv",36,NULL
5293,"2025-11-23 18:27:17",322,"Employee in",1,39,"gray SUV",20,NULL
5294,"2025-11-23 18:32:44",341,Dropoff,1,16,"by customer, black SUV",20,NULL
5295,"2025-11-23 18:41:34",133,Dropoff,1,05,"1 vehiculo sedan negro",80,NULL
5296,"2025-11-23 18:42:34",292,Dropoff,1,08,"WHITE SUV",14,NULL
5297,"2025-11-23 18:43:28",272,Dropoff,1,1,"white sedan, out at 18:46",65,NULL
5298,"2025-11-23 18:45:53",307,Dropoff,1,19,"Dark Blue SUV",52,NULL
5299,"2025-11-23 18:46:25",240,"Voice Down",1,22,1,71,NULL
5300,"2025-11-23 18:49:43",307,Dropoff,1,14,"Gray Sedan",52,NULL
5301,"2025-11-23 18:48:48",301,Dropoff,0,03,"Black SUV",38,NULL
5302,"2025-11-23 18:47:27",353,"Employee in",1,17,"by customer, blue SUV",20,NULL
5303,"2025-11-23 18:54:40",144,Dropoff,6,28,"3 white pickups, 3 black pickups. Out 7:05",9,NULL
5304,"2025-11-23 19:00:05",288,Dropoff,0,1,"gray suv",13,NULL
5305,"2025-11-23 17:58:59",336,"Employee out",2,14,"gray sedan and white SUV",20,NULL
5306,"2025-11-23 19:00:48",202,"Cleaner on site",1,39,,46,NULL
5307,"2025-11-23 18:58:46",266,"Cleaner in",1,29,"BLACK SEDAN",39,NULL
5308,"2025-11-23 19:08:50",174,"Cleaner in",2,2,,9,NULL
5309,"2025-11-23 19:11:55",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",73,NULL
5310,"2025-11-23 19:12:26",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",69,NULL
5311,"2025-11-23 19:14:51",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",80,NULL
5312,"2025-11-23 19:15:03",341,Dropoff,1,16,"by customer, dark gray SUV",20,NULL
5313,"2025-11-23 19:15:30",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",27,NULL
5314,"2025-11-23 19:15:57",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",50,NULL
5315,"2025-11-23 19:16:11",341,"Site Down",1,,"back at 19:16",20,NULL
5316,"2025-11-23 19:16:28",336,"Site Down",1,,"back at 19:16",20,NULL
5317,"2025-11-23 19:16:35",198,"Cleaner on site",3,11,"white suv",45,NULL
5318,"2025-11-23 19:16:37",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",75,NULL
5319,"2025-11-23 19:16:26",337,"Site Down",1,n/a,"came back at : 19:17",32,NULL
5320,"2025-11-23 19:22:59",291,"Change Split",7,n/a,,32,NULL
5321,"2025-11-23 19:25:04",127,Dropoff,1,3,"Black SUV",26,NULL
5322,"2025-11-23 19:25:28",337,"Employee in",1,33,,32,NULL
5323,"2025-11-23 19:28:10",291,"Change Split",0,,"change to split 12",65,NULL
5324,"2025-11-23 19:28:13",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",36,NULL
5325,"2025-11-23 19:28:15",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",52,NULL
5326,"2025-11-23 19:28:22",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",58,NULL
5327,"2025-11-23 19:28:20",291,"Change Split",0,,"SPLIT 7 ST 4",14,NULL
5328,"2025-11-23 19:28:14",291,"Change Split",0,,"split 12 st 6",9,NULL
5329,"2025-11-23 19:28:28",291,"Change Split",1,,"luxriot, split 7 station 2",20,NULL
5330,"2025-11-23 19:28:10",163,"Change Split",0,0,"SP 12 ST 8",12,NULL
5331,"2025-11-23 19:28:12",291,"Change Split",0,,"LUX 3 DEL 7",13,NULL
5332,"2025-11-23 19:28:43",337,"Cleaner on site",1,58,,59,NULL
5333,"2025-11-23 19:28:32",291,"Change Split",1,,"Split 12 Station 5",88,NULL
5334,"2025-11-23 19:28:42",291,"Change Split",0,,"Split 7 / Station 6",67,NULL
5335,"2025-11-23 19:29:02",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",16,NULL
5336,"2025-11-23 19:29:12",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",46,NULL
5337,"2025-11-23 19:29:18",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",12,NULL
5338,"2025-11-23 19:29:06",291,"Change Split",0,,12/4,39,NULL
5339,"2025-11-23 19:29:43",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",26,NULL
5340,"2025-11-23 13:00:29",291,"Change Split",0,,"Split 8 / Station 6",67,NULL
5341,"2025-11-23 19:28:49",291,"Change Split",0,,"Split 7 Lux",38,NULL
5342,"2025-11-23 19:30:03",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",89,NULL
5343,"2025-11-23 19:30:06",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",59,NULL
5344,"2025-11-23 19:30:06",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",13,NULL
5345,"2025-11-23 19:30:12",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",38,NULL
5346,"2025-11-23 19:30:15",283,"Employee on site",7,24,,20,NULL
5347,"2025-11-23 19:30:17",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",86,NULL
5348,"2025-11-23 19:30:22",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",20,NULL
5349,"2025-11-23 19:30:26",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",71,NULL
5350,"2025-11-23 19:30:29",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",56,NULL
5351,"2025-11-23 19:30:29",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",74,NULL
5352,"2025-11-23 19:30:32",291,"START SHIFT",0,,"Do Not Edit - No Editar",56,NULL
5353,"2025-11-23 19:30:36",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",14,NULL
5354,"2025-11-23 19:30:36",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",56,NULL
5355,"2025-11-23 19:30:36",291,"Change Split",1,,"12/12 omnia",45,NULL
5356,"2025-11-23 19:30:41",291,"START SHIFT",0,,"Do Not Edit - No Editar",53,NULL
5357,"2025-11-23 19:30:46",291,"START SHIFT",0,,"Do Not Edit - No Editar",8,NULL
5358,"2025-11-23 19:30:47",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",94,NULL
5359,"2025-11-23 19:30:48",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",34,NULL
5360,"2025-11-23 19:30:53",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",67,NULL
5361,"2025-11-23 19:30:59",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",88,NULL
5362,"2025-11-23 19:31:02",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",39,NULL
5363,"2025-11-23 19:30:07",291,"START SHIFT",0,,"Do Not Edit - No Editar",70,NULL
5364,"2025-11-23 19:31:08",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",65,NULL
5365,"2025-11-23 19:31:13",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",32,NULL
5366,"2025-11-23 19:30:16",291,"START SHIFT",0,,"Do Not Edit - No Editar",33,NULL
5367,"2025-11-23 19:31:18",291,"START SHIFT",0,-,"Received station at Emmanuel B.",60,NULL
5368,"2025-11-23 19:31:18",291,"START SHIFT",0,,"Do Not Edit - No Editar",44,NULL
5369,"2025-11-23 19:31:28",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",19,NULL
5370,"2025-11-23 19:31:32",291,"START SHIFT",0,,"Do Not Edit - No Editar",68,NULL
5371,"2025-11-23 19:31:36",291,"START SHIFT",0,,"Do Not Edit - No Editar",78,NULL
5372,"2025-11-23 08:31:42",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",63,NULL
5373,"2025-11-23 19:30:46",291,"START SHIFT",0,,"Do Not Edit - No Editar",92,NULL
5374,"2025-11-23 19:31:46",291,"START SHIFT",0,,"Do Not Edit - No Editar",47,NULL
5375,"2025-11-23 19:31:50",291,"START SHIFT",0,,"Do Not Edit - No Editar",42,NULL
5376,"2025-11-23 19:31:36",291,"Took station over",0,,"SP12 ST9 OMNIA",44,NULL
5377,"2025-11-23 19:31:56",291,"START SHIFT",0,,"Do Not Edit - No Editar",7,NULL
5378,"2025-11-23 19:31:48",291,"Took station over",0,,"Sp 12 St 5",48,NULL
5379,"2025-11-23 19:32:08",291,"START SHIFT",0,,"Do Not Edit - No Editar",64,NULL
5380,"2025-11-23 19:32:10",291,"START SHIFT",0,,"Do Not Edit - No Editar",41,NULL
5381,"2025-11-23 19:32:20",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",45,NULL
5382,"2025-11-23 19:32:25",291,"START SHIFT",0,,"Do Not Edit - No Editar",63,NULL
5383,"2025-11-23 19:32:37",291,"START SHIFT",0,,"Do Not Edit - No Editar",54,NULL
5384,"2025-11-23 19:32:42",291,"START SHIFT",0,,"Do Not Edit - No Editar",66,NULL
5385,"2025-11-23 19:30:23",291,"Took station over",0,,"1-7 lux",53,NULL
5386,"2025-11-23 19:33:42",231,"Cleaner on site",1,50/42,"black PUT out 12:10am",92,NULL
5387,"2025-11-23 19:34:02",291,"START SHIFT",0,,"Do Not Edit - No Editar",29,NULL
5388,"2025-11-23 19:34:28",291,"END OF SHIFT",0,,"Do Not Edit - No Editar",9,NULL
5389,"2025-11-23 19:33:54",340,"Change Station",1,03,,47,NULL
5390,"2025-11-23 19:34:50",158,"Employee out",3,"03 / Call",,33,NULL
5391,"2025-11-23 19:32:24",307,Dropoff,1,1,"1 blue suv",53,NULL
5392,"2025-11-23 19:37:27",271,Dropoff,1,3,"Black suv",66,NULL
5393,"2025-11-23 19:35:54",266,Dropoff,1,3,"Black pikap truck",66,NULL
5394,"2025-11-23 19:37:50",341,Dropoff,1,02,"A RED SUV",8,NULL
5395,"2025-11-23 19:39:27",350,Dropoff,0,1,"Gray SUV",60,NULL
5396,"2025-11-23 19:38:52",282,Dropoff,1,12,"Gray SUV",7,NULL
5397,"2025-11-23 19:38:05",202,"Cleaner on site",1,32,,11,NULL
5398,"2025-11-23 19:39:03",340,Dropoff,1,3,"pictruck gray",47,NULL
5399,"2025-11-23 19:36:06",141,Dropoff,0,07,"2 Black suv",41,NULL
5400,"2025-11-23 19:43:19",190,Dropoff,1,19,"white suv",10,NULL
5401,"2025-11-23 19:40:58",199,"Cleaner in",3,"08, 05","Red PUT - out at 20:19",7,NULL
5402,"2025-11-23 19:46:11",216,"Cleaner on site",2,07,"red Pick up truck",68,NULL
5403,"2025-11-23 19:33:42",337,"Cleaner on site",1,72,"out at 22:00 pm  blue PUT",7,NULL
5404,"2025-11-23 19:49:09",338,"Cleaner on site",2,21,"Out at 19:56",7,NULL
5405,"2025-11-23 19:49:10",271,Dropoff,1,3,"White pikap truck",66,NULL
5406,"2025-11-23 19:49:50",288,Dropoff,1,01,"A WHITE SUV",8,NULL
5407,"2025-11-23 19:50:31",282,Dropoff,1,20,"White jeep",7,NULL
5408,"2025-11-23 19:42:44",219,Dropoff,3,20,"2 White Sedan and Black Sedan",42,NULL
5409,"2025-11-23 19:52:00",147,Pickup,1,04,"Gray Sedan",42,NULL
5410,"2025-11-23 19:52:55",315,"Employee out",1,14,"1 MAN",8,NULL
5411,"2025-11-23 19:56:16",291,"START SHIFT",0,,"Do Not Edit - No Editar",96,NULL
5412,"2025-11-23 19:58:43",144,"Cleaner in",2,07,"silver suv",54,NULL
5413,"2025-11-23 19:59:16",354,Dropoff,1,3,"suv red",47,NULL
5414,"2025-11-23 19:59:33",162,Dropoff,1,1,"white suv",10,NULL
5415,"2025-11-23 19:58:31",198,"Cleaner out",3,11,"White SUV",48,NULL
5416,"2025-11-23 19:50:00",136,"Cleaner on site",3,33,,7,NULL
5417,"2025-11-23 19:58:51",272,Dropoff,1,02,"Black SUV",42,NULL
5418,"2025-11-23 20:01:34",316,"Delivery in",0,10,"out at 20:04",7,NULL
5419,"2025-11-23 20:04:35",196,"Detailer in",1,,"White SUV",48,NULL
5420,"2025-11-23 19:59:48",284,"Cleaner in",1,6,"White SUV / Out at 21:11",60,NULL
5421,"2025-11-23 20:03:23",256,Dropoff,1,01,"Black Sedan",11,NULL
